"trailName","dist.","elevation","routeType","ratingCount","keywords","difficulty","avgRating"
"Black Diamond Mines Loop Trail",5.3,1446,"Loop",121,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|cave|views|wildflowers|wildlife|rocky|scramble","MODERATE|MODERATE|MODERATE|MODERATE",4
"Grouse, Hemlock, and Smith Lake Trail",5.5,1699,"Out & Back",70,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|camping|hiking|forest|lake|views|waterfall|wildflowers|bugs|snow","HARD|HARD|HARD|HARD",5
"Bodega Head Trail",1.7,180,"Loop",126,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|beach|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Muir Woods Trails",10.6,2555,"Loop",72,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|river|views|waterfall|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Paradise Valley Trail",17.1,2972,"Out & Back",42,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|hiking|naturetrips|walking|river|views|waterfall|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",5
"Lexington Reservoir Trail",4.6,1200,"Loop",137,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|backpacking|birding|hiking|mountainbiking|naturetrips|paddlesports|trailrunning|walking|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Cholla Cactus Garden Nature Trail",0.2,6,"Loop",115,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4
"Signal Hill Trail",2.1,252,"Loop",210,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|naturetrips|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Kings Creek Falls Trail",2.7,472,"Out & Back",118,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|walking|forest|views|waterfall|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Rocky Ridge Loop Trail",4.7,1112,"Loop",114,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Vernal Falls",3.7,1584,"Out & Back",94,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|trailrunning|walking|forest|partiallypaved|views|waterfall|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Sweetwater Trail",5,282,"Out & Back",133,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|beach|lake|river|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Eagle Springs Fire Road Loop Trail",5.4,1062,"Loop",92,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|backpacking|hiking|horsebackriding|mountainbiking|trailrunning|walking|views|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Cinder Cone Nature Trail",4.6,1033,"Loop",114,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|backpacking|birding|camping|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|noshade|nodogs","HARD|HARD|HARD|HARD",4.5
"Buzzards Roost Trail ",3.1,866,"Loop",147,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|walking|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Point Bonita Lighthouse",1,170,"Out & Back",76,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|wildlife|historicsite|nodogs","EASY|EASY|EASY|EASY",4.5
"Satwiwa Loop and Old Boney Trail",4.3,777,"Loop",106,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|waterfall|wildflowers|wildlife|scramble|nodogs","EASY|EASY|EASY|EASY",4
"Nighthawk Trail to Black Mountain Summit",3.9,846,"Out & Back",155,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|mountainbiking|trailrunning|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Blue Ridge Trail",4,1079,"Out & Back",120,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|camping|hiking|horsebackriding|mountainbiking|walking|forest|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Cold Spring Trail",2.2,941,"Loop",133,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|naturetrips|trailrunning|walking|cave|forest|river|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mount Whitney Portal to Lone Pine Lake",5.1,1784,"Out & Back",116,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|lake|views|waterfall|wildflowers|wildlife|rocky|nodogs","HARD|HARD|HARD|HARD",5
"Bishop Pass Trail",9.4,2355,"Out & Back",66,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|fishing|hiking|horsebackriding|forest|lake|river|waterfall|wildflowers|wildlife|bugs|rocky","HARD|HARD|HARD|HARD",5
"Tuolumne Meadows to Glen Aulin High Sierra Camp",12.1,1200,"Out & Back",59,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|fishing|hiking|horsebackriding|naturetrips|walking|forest|lake|river|views|waterfall|wildflowers|wildlife|bugs|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Zanja Peak Trail",4.3,1246,"Loop",137,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers","HARD|HARD|HARD|HARD",4.5
"Monterey Peninsula Recreational Trail",3.9,137,"Loop",89,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|roadbiking|trailrunning|walking|beach|forest|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Rock-It Loop Trail",5.7,941,"Loop",128,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"San Gabriel Peak Trail",2.8,1030,"Out & Back",99,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|hiking|naturetrips|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Monument Peak Trail",9.7,2463,"Loop",129,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|lake|views|wildflowers|muddy","HARD|HARD|HARD|HARD",4.5
"Gliderport to Black's Beach",0.6,170,"Out & Back",102,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|hiking|trailrunning|beach|views|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Saratoga Gap Long Ridge Loop Trail",9.8,1784,"Loop",99,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|waterfall|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Jesusita Trail",6.8,1574,"Out & Back",133,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|waterfall|wildflowers|rocky|scramble","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Euchre Bar Trail",7.3,2500,"Out & Back",103,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|fishing|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|bugs","HARD|HARD|HARD|HARD",4.5
"Valido Trail",1.1,331,"Out & Back",116,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"San Juan Rapids Trail",2.9,108,"Loop",152,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife|rocky|noshade","EASY|EASY|EASY|EASY",4
"Old Ranch Loop Trail",2.2,134,"Loop",14,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|mountainbiking|naturetrips|trailrunning|walking|lake|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",3
"Gaviota Peak Trail",5.9,2162,"Out & Back",143,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|camping|hiking|naturetrips|walking|forest|hotsprings|views|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Aliso Summit Trail",6.9,1000,"Out & Back",134,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|hiking|mountainbiking|trailrunning|walking|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Stanislaus River Trail From Knights Ferry",2.8,236,"Out & Back",147,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|river|views|wildflowers|wildlife|rocky|historicsite","EASY|EASY|EASY|EASY",4
"Sayles Canyon Trail ",2.8,531,"Out & Back",108,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|rockclimbing|snowshoeing|walking|forest|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"San Clemente Canyon Trail",2.7,118,"Loop",158,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|mountainbiking|naturetrips|trailrunning|walking|wildflowers|rocky","EASY|EASY|EASY|EASY",3.5
"Black Rock Canyon to Panorama Loop Trail ",6.4,1194,"Loop",101,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Big Meadow to Round Lake",6,1197,"Out & Back",101,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|backpacking|birding|camping|fishing|hiking|mountainbiking|naturetrips|snowshoeing|trailrunning|walking|forest|lake|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"China Camp State Park Loop",8.9,961,"Loop",128,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|camping|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|beach|forest|views|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Spruce Grove Campground Trail",7.3,1778,"Out & Back",78,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|camping|hiking|horsebackriding|naturetrips|walking|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Meeks Bay Trail to Lake Genevieve and Crag Lake",9.8,1243,"Out & Back",90,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|hiking|naturetrips|snowshoeing|trailrunning|walking|lake|views|wildflowers|wildlife|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Hetch Hetchy Trail to Rancheria Falls",11.3,2545,"Out & Back",62,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|trailrunning|walking|forest|lake|views|waterfall|wildflowers|wildlife|bugs|nodogs","HARD|HARD|HARD|HARD",4.5
"Art Smith Trail",12.2,2641,"Out & Back",122,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|camping|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Sunset Trail to Laguna Meadows Loop",8,790,"Loop",119,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|hiking|snowshoeing|walking|forest|lake|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Arnold Rim Trail",7.4,1404,"Out & Back",113,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|roadbiking|trailrunning|forest|river|views|waterfall|wildflowers|wildlife|bugs|oldgrowth","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Coast Trail to Wildcat Camp",11.1,1771,"Out & Back",48,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|trailrunning|beach|forest|lake|views|waterfall|wildflowers|overgrown|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Point Loma Tidepools and Bluffs Trail",1,45,"Out & Back",92,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|beach|views|wildlife|rocky","EASY|EASY|EASY|EASY",4.5
"Sullivan Canyon Trail",9.6,1410,"Out & Back",103,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|bugs|scramble","MODERATE|MODERATE|MODERATE|MODERATE",4
"Summit Lake Trail",4.6,410,"Loop",106,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|camping|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|bugs","EASY|EASY|EASY|EASY",4.5
"Brokeoff Mountain Trail",6.8,2545,"Out & Back",107,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|camping|hiking|naturetrips|rockclimbing|trailrunning|walking|forest|views|wildflowers|wildlife|overgrown|rocky|snow|nodogs","HARD|HARD|HARD|HARD",5
"High Peaks Trail",6.3,1771,"Loop",96,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|birding|hiking|views|wildflowers|wildlife|muddy|rocky|noshade|nodogs","HARD|HARD|HARD|HARD",5
"Pa'san Ridge Trail",7.1,1545,"Loop",139,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|river|views|wildlife|blowdown|bugs|overgrown|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4
"Mount Wilson via Chantry Flats",12.6,4274,"Loop",119,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogfriendly|backpacking|birding|hiking|naturetrips|trailrunning|walking|forest|views|waterfall|wildflowers|wildlife|bugs","HARD|HARD|HARD|HARD",4.5
"Dipsea Trail to Steep Ravine Trail Loop from Pantoll",3.6,948,"Loop",83,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|waterfall|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",5
"Dunn Trail and Monteiro Trail Loop",3.4,547,"Loop",155,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"San Ysidro Trail",8.3,3021,"Out & Back",108,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|waterfall|washedout","HARD|HARD|HARD|HARD",4.5
"Butler Peak Trail",9.1,1532,"Out & Back",73,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|hiking|mountainbiking|naturetrips|offroaddriving|trailrunning|walking|forest|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Rim Trail via Olmstead Loop Trail",8.2,587,"Loop",127,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|fishing|hiking|horsebackriding|mountainbiking|trailrunning|walking|lake|views|wildflowers|muddy|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4
"Sycamore Canyon Park Trail",4.6,718,"Loop",147,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|waterfall|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4
"Quail Loop Trail",1.8,141,"Loop",160,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"West Cliff Drive",4,68,"Out & Back",93,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|scenicdriving|surfing|trailrunning|walking|beach|views","EASY|EASY|EASY|EASY",4.5
"Huckleberry Nature Path Trail",2.1,380,"Loop",157,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|overgrown|nodogs","EASY|EASY|EASY|EASY",4.5
"Buttermilk Bend Trail",2.3,196,"Out & Back",94,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|naturetrips|walking|beach|river|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"King's Canyon Loop Trail",6.4,948,"Loop",145,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|bugs|muddy|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4
"Bob Jones City to the Sea Bike Trail",4.9,104,"Out & Back",153,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|beach|river|views|wildlife","EASY|EASY|EASY|EASY",4.5
"Brown Mountain/El Prieto Trail",7.3,1318,"Loop",125,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"China Cove Trail Loop",3.2,78,"Loop",135,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|crosscountryskiing|hiking|naturetrips|snowshoeing|trailrunning|walking|beach|forest|lake|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Lake Sabrina to Blue Lake Trail",5,1535,"Out & Back",70,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|camping|fishing|hiking|horsebackriding|naturetrips|rockclimbing|walking|forest|lake|river|views|wildflowers|wildlife|bugs|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Coast Camp/Laguna Loop",5.8,488,"Loop",99,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|backpacking|birding|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|beach|river|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Stoddard Peak Trail",6.1,1437,"Out & Back",104,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|naturetrips|rockclimbing|walking|views|wildflowers|wildlife|bugs|overgrown|rocky|scramble","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mastodon Peak Loop Trail",2.3,357,"Loop",96,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|walking|views|wildflowers|wildlife|rocky|scramble|washedout|nodogs","EASY|EASY|EASY|EASY",4.5
"Tahoe Rim Trail to Picnic Rock Viewpoint",3.1,738,"Out & Back",134,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|backpacking|birding|hiking|mountainbiking|naturetrips|snowshoeing|walking|forest|lake|views|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bald Mountain Trail",6.2,1519,"Out & Back",83,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|mountainbiking|naturetrips|walking|forest|views|wildflowers","HARD|HARD|HARD|HARD",4.5
"Twenty Lakes Basin Loop Trail",7.8,777,"Loop",72,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|hiking|horsebackriding|mountainbiking|forest|lake|views|wildflowers|wildlife|rocky|snow|noshade","MODERATE|MODERATE|MODERATE|MODERATE",5
"Elysian Park West Loop Trail",2.3,236,"Loop",161,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|washedout","EASY|EASY|EASY|EASY",4
"Pinecrest Lake Loop",3.9,367,"Loop",144,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|camping|fishing|hiking|naturetrips|paddlesports|trailrunning|walking|forest|lake|river|views|wildflowers|wildlife|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Fern Lake Trail",3.2,1578,"Out & Back",108,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|hiking|naturetrips|trailrunning|walking|forest|lake|views|waterfall|wildflowers","HARD|HARD|HARD|HARD",4.5
"Clevenger Canyon South West Trail",4,1167,"Out & Back",139,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|hiking|naturetrips|walking|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Inspiration Point Loop Trail",9,2746,"Loop",108,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|kidfriendly|backpacking|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|blowdown|historicsite|nodogs","HARD|HARD|HARD|HARD",4.5
"High Ridge Loop Trail",5.6,1207,"Loop",142,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Castle Dome Trail",7.7,2752,"Out & Back",102,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|hiking|forest|views|rocky|scramble|nodogs","HARD|HARD|HARD|HARD",5
"Cleghorn Ridge Trail",14.4,2785,"Point to Point",129,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|offroaddriving|scenicdriving|lake|views|nodogs","HARD|HARD|HARD|HARD",4.5
"Old Dam South Fortuna Kwaay Paay Summit Loop Trail",6.4,1243,"Loop",96,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|rocky","HARD|HARD|HARD|HARD",4.5
"Piedras Pintadas Interpretive Trail",4.2,377,"Loop",127,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|trailrunning|walking|lake|waterfall","EASY|EASY|EASY|EASY",4.5
"Bear Lakes and Round Lake Loop Trail",4,531,"Loop",98,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|lake|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Cave Landing and Pirate's Cove from Shell Beach",2.1,298,"Out & Back",124,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|hiking|naturetrips|trailrunning|walking|beach|cave|views","EASY|EASY|EASY|EASY",4
"Lembert Dome Loop",3.7,846,"Loop",84,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|hiking|horsebackriding|trailrunning|views|bugs|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Brushy Peak Preserve Trail",4.5,918,"Loop",173,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Miners Ravine Trail",8.4,301,"Out & Back",144,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|wheelchairfriendly|kidfriendly|hiking|mountainbiking|roadbiking|trailrunning|walking|citywalk","EASY|EASY|EASY|EASY",4
"Mount Langley",19.1,4429,"Out & Back",60,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|fishing|hiking|naturetrips|rockclimbing|walking|forest|lake|views|wildflowers|wildlife|bugs|rocky|scramble|snow|offtrail|nodogs","HARD|HARD|HARD|HARD",4.5
"Sentinel Meadow Cook's Meadow Loop Trail",2.2,85,"Loop",39,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Black Hill Trail",2.3,606,"Out & Back",133,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|walking|forest|views|wildflowers","EASY|EASY|EASY|EASY",4.5
"Hastain Trail",2.3,580,"Loop",125,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|hiking|trailrunning|walking|views","MODERATE|MODERATE|MODERATE|MODERATE",4
